File,,Mean_4,Mean_5,Mean_6,Mean_7,Mean_10,Mean_11,Mean_12,Mean_13,Mean_14,Mean_15,Mean_16,Mean_17,Mean_18,Mean_24,Mean_26,Mean_28,Mean_30,Mean_43,Mean_44,Mean_45,Mean_46,Mean_49,Mean_50,Mean_51,Mean_52,Mean_53,Mean_54,Mean_58,Mean_60,Mean_85,Mean_91,Mean_92,Mean_630,Mean_631,Mean_632,Mean_1002,Mean_1003,Mean_1005,Mean_1006,Mean_1007,Mean_1008,Mean_1009,Mean_1010,Mean_1011,Mean_1012,Mean_1013,Mean_1014,Mean_1015,Mean_1016,Mean_1017,Mean_1018,Mean_1019,Mean_1020,Mean_1021,Mean_1022,Mean_1023,Mean_1024,Mean_1025,Mean_1026,Mean_1027,Mean_1028,Mean_1029,Mean_1030,Mean_1031,Mean_1034,Mean_1035,Mean_2002,Mean_2003,Mean_2005,Mean_2006,Mean_2007,Mean_2008,Mean_2009,Mean_2010,Mean_2011,Mean_2012,Mean_2013,Mean_2014,Mean_2015,Mean_2016,Mean_2017,Mean_2018,Mean_2019,Mean_2020,Mean_2021,Mean_2022,Mean_2023,Mean_2024,Mean_2025,Mean_2026,Mean_2027,Mean_2028,Mean_2029,Mean_2030,Mean_2031,Mean_2034,Mean_2035
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050336_anat_thickness.nii.gz,UM_1_0050336,0.008658,1.586443,0.111164,0.000004,0.001604,0,0,0,0,0,0,1.8528,2.891407,0,0,0.013464,0,0.015003,0.387942,0.099052,0,0.003369,0,0,0,1.925933,2.983924,0.000122,0.012791,0,0.001351,0,0.01571,0.001946,0,2.121113,1.770798,1.783093,2.790518,2.482831,2.057897,2.352028,2.806966,2.046312,1.780557,1.715601,2.094048,2.53416,1.626128,1.733378,1.578195,1.797953,1.900655,1.145891,1.129783,2.52686,1.550585,2.542924,3.186095,2.522428,2.075774,1.436684,1.654819,1.732145,1.447858,2.668519,2.212314,2.001108,1.61919,2.251768,2.318279,2.527542,2.611452,2.896608,2.110326,1.700533,1.976332,2.396549,2.746229,1.811738,1.655618,1.572919,1.457199,1.597923,1.291227,1.046446,2.390428,1.422705,2.345376,2.279584,2.533247,2.278132,1.508896,1.673815,1.670218,1.114038,2.479251
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050337_anat_thickness.nii.gz,UM_1_0050337,0.003782,0.583667,0.102509,0.000007,0.002953,0,0,0,0,0,0,2.131345,3.783458,0,0,0.008849,0,0.003941,0.293303,0.092841,0,0.000917,0,0,0,1.972792,3.429065,0,0.010185,0,0.000535,0,0.008522,0.0005,0,2.334165,2.047615,1.782581,2.076635,2.670077,2.648619,2.892632,2.642003,2.315323,2.209585,1.764123,2.356457,2.98848,1.829102,1.813727,1.77726,1.961604,1.874755,1.798857,1.391298,2.162157,1.447128,2.765498,3.448183,2.629626,2.152808,1.685679,1.811231,2.172252,1.34042,2.154552,1.623379,1.932161,1.714014,2.732896,2.857166,2.782658,2.891765,2.943643,2.146563,1.812467,2.105643,2.121184,2.699367,1.626439,1.718661,1.672981,1.796711,1.723657,1.760684,1.281044,2.491806,1.394721,2.54751,2.632646,2.730132,2.067403,1.625634,1.539761,2.141346,1.137503,2.220962
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050338_anat_thickness.nii.gz,UM_1_0050338,0.003116,0.681768,0.065755,0,0.003143,0,0,0,0,0,0,1.633885,3.041461,0,0.000093,0.009682,0,0.004801,0.387989,0.070262,0,0.002576,0,0.000016,0,1.680178,2.670832,0.000016,0.011712,0,0.003638,0,0.001278,0,0,2.164237,1.59561,1.529291,2.788193,2.043277,2.260642,2.293347,2.215877,2.283837,1.615636,1.75923,1.769618,2.343958,1.86154,1.462628,1.472168,1.463604,1.530921,1.272404,1.135037,1.753934,1.188687,2.055623,2.892724,2.099836,1.758046,1.445017,1.387287,1.748287,0.888892,2.312413,1.724955,1.632292,1.425544,2.265281,2.131056,2.465698,1.997781,2.684938,2.098365,1.670724,1.838042,2.09534,2.02653,1.843381,1.292139,1.388195,1.709509,1.737913,1.288146,0.910592,2.143973,1.246302,1.83766,2.408882,2.062549,1.902758,1.306985,1.57561,1.569784,0.787888,2.332684
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050339_anat_thickness.nii.gz,UM_1_0050339,0.003022,0.492104,0.13783,0.000018,0.00308,0,0,0,0,0,0.000265,1.889303,4.020669,0,0.000014,0.008212,0,0.002048,1.022355,0.094787,0.000008,0.002103,0,0,0,2.023042,4.289971,0,0.009297,0,0.000968,0,0.002632,0.000081,0,1.987541,1.519349,1.390863,3.141577,2.546122,2.101523,2.698729,2.782824,2.144433,1.891145,1.561588,1.69151,2.837291,1.529267,1.458463,1.358178,1.34089,1.705905,1.139593,0.836657,2.23554,1.100784,2.104936,2.510217,1.873699,1.702725,1.086836,1.527382,1.602184,1.514353,2.58446,1.362105,1.467276,1.469348,3.477978,2.488572,2.23757,2.493085,2.455764,2.028953,1.847097,1.772132,2.044475,2.403605,1.561927,1.262023,1.346625,1.758911,1.705118,1.362291,0.83797,2.096573,1.121792,2.017946,2.7953,2.107388,1.799629,0.963725,1.491563,1.333011,1.013025,2.846402
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050340_anat_thickness.nii.gz,UM_1_0050340,0.008806,0.328141,0.112839,0,0.003364,0,0,0,0,0,0.000001,1.796365,4.039595,0,0,0.024492,0,0.008623,0.284842,0.088942,0,0.001877,0,0,0,1.823985,3.609855,0.000265,0.019237,0,0.001649,0,0.014477,0.001516,0,2.208398,1.74067,1.315511,3.599597,2.118141,1.926884,2.144039,2.988094,1.606704,1.731834,1.955325,2.036791,2.408581,1.752441,1.42133,1.640839,1.578731,1.67023,1.311499,1.041222,2.438934,1.397108,2.340733,2.917991,2.128706,1.937972,1.183454,1.600488,1.737526,1.072763,2.965967,2.554327,1.730733,1.519008,2.83828,2.192768,2.250692,2.149587,2.703017,1.711427,1.702604,1.600929,2.041912,2.21939,1.644432,1.205308,1.554606,1.840948,1.840631,1.518417,1.086035,2.402829,1.340331,1.945662,3.039531,2.350332,1.967275,1.073167,1.60841,1.73647,1.143696,3.337608
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050341_anat_thickness.nii.gz,UM_1_0050341,0.015386,1.228102,0.141194,0.000001,0.002151,0,0,0,0,0,0,1.88572,3.40255,0,0,0.023559,0,0.008025,1.191275,0.108325,0,0.002808,0.000001,0,0,1.985244,3.725661,0.000051,0.019635,0,0.003243,0,0.008037,0.000292,0,2.239577,2.27659,2.008374,2.876365,2.618974,2.306884,2.230784,2.684503,1.854717,1.637432,1.959304,2.162605,2.622237,2.436177,1.929872,1.611848,1.55132,2.073695,1.632642,1.508725,2.804832,1.675177,2.786016,3.017504,2.512982,2.574962,1.594423,1.794619,2.05974,1.237471,2.575342,2.385178,2.157398,2.036426,2.835,2.468758,2.578195,2.495302,2.441755,1.898548,1.777625,1.857195,2.189651,2.763551,1.895413,1.852331,1.812903,2.047943,1.99017,1.71996,1.220198,2.76571,1.663249,2.60311,2.76888,2.764357,2.473809,1.329392,1.884625,2.00332,1.323314,2.810004
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050342_anat_thickness.nii.gz,UM_1_0050342,0.003316,0.441563,0.110653,0.000003,0.002996,0,0.000015,0,0,0,0.000004,1.510614,2.914226,0,0,0.006312,0,0.002048,0.222548,0.080709,0,0.001462,0,0.000015,0,1.430778,2.741685,0,0.005392,0,0.002668,0,0.006656,0.000146,0,2.73505,1.565281,1.225875,2.194168,2.500947,2.24715,2.557636,3.032547,2.031116,2.028948,1.860961,2.300776,3.068199,1.826742,1.519444,1.397672,1.775296,1.723618,1.510943,0.834701,2.220336,1.289741,2.565228,3.304773,2.39105,2.020417,1.314968,1.725456,2.058101,1.173758,2.510872,1.260007,2.053904,1.441814,2.365406,2.80807,2.259826,2.824107,2.77766,2.153192,1.819862,1.811518,2.208324,2.98016,1.812156,1.64763,1.393262,1.722172,1.68626,1.821582,0.895746,2.81435,1.35941,2.595122,1.8995,2.707326,2.216265,1.290072,1.514252,1.772476,0.513884,2.465065
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050343_anat_thickness.nii.gz,UM_1_0050343,0.005258,0.500985,0.098218,0,0.001918,0,0,0,0,0,0,1.532992,3.155762,0,0,0.016215,0,0.007008,0.311075,0.087221,0,0.002341,0,0.000227,0,1.570207,3.230223,0.00004,0.016367,0,0.001684,0,0.002202,0.000362,0,2.313115,1.963785,1.441325,3.065768,2.425207,2.048835,2.133434,2.610884,1.893034,1.589043,1.676271,2.1835,2.84687,1.97503,1.609355,1.253827,1.040327,1.443014,1.606425,0.921526,1.812735,1.237378,2.124413,3.335856,2.372564,2.047975,1.201716,1.536466,1.571338,0.971398,1.920981,1.811688,1.752506,1.129108,2.884242,2.341646,2.570294,2.278612,2.610066,1.707339,1.722599,1.323657,2.14213,2.383942,1.976145,1.558869,1.600695,1.349,1.526778,1.019903,0.974493,1.98511,1.390001,2.161612,2.710915,2.68807,2.068904,1.285215,1.52622,1.675421,0.816993,2.229579
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050344_anat_thickness.nii.gz,UM_1_0050344,0.010351,0.93092,0.107905,0,0.002854,0,0,0.000075,0,0,0.000003,1.872286,3.464598,0,0,0.019989,0,0.01023,0.2985,0.079796,0,0.001002,0,0.000007,0,1.903619,3.038518,0,0.013064,0,0.001778,0,0.00335,0.000454,0,1.901451,1.907714,1.256665,3.28114,2.628331,1.81561,2.422145,2.380369,1.969393,1.809492,1.408204,1.958482,3.060237,2.125649,1.755063,1.501708,1.326292,1.623534,1.359999,0.969332,2.232676,1.411065,2.129595,3.55489,2.426564,1.915868,1.172914,1.830698,1.730308,1.264539,2.69846,2.274395,1.59741,1.475453,2.819685,2.396112,1.720782,2.448788,2.645766,1.866185,1.703334,1.83846,2.386402,2.678838,1.909977,1.365477,1.559077,1.571621,1.699461,1.891879,0.995261,2.372458,1.363861,2.004969,2.927836,2.47465,2.0138,1.132235,1.7381,1.723204,0.909286,2.710796
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050345_anat_thickness.nii.gz,UM_1_0050345,0.009092,1.58146,0,0.000003,0.038205,0,0.209499,0.10736,0,0,0.001962,1.075091,3.591754,0,0.172372,0.238778,1.3893,0.000406,1.103243,0.006344,0.000022,0.025765,0,0.021156,0.007148,1.063189,3.877908,0.300706,0.608469,0,0.039404,0.090047,0,0,0,2.235669,1.428,2.469561,2.929762,0.448325,2.670952,0.939115,1.615046,0.926375,1.702523,0.027447,1.959492,1.965069,0.152136,1.589087,1.344493,1.655228,1.680848,1.318478,1.082774,2.464748,1.186843,2.160698,3.156987,2.266984,1.792295,1.451516,1.563362,1.777194,0.377799,1.913785,1.667438,1.937982,3.214619,3.567396,0.948151,2.85487,1.818306,1.658202,1.670939,1.721194,0.229184,2.271651,1.785113,0.843135,1.574118,1.481619,2.078065,2.219814,1.184109,1.043942,2.396388,1.411954,2.077901,2.187289,2.63767,1.905573,1.122299,1.335961,1.371251,0.506961,3.010544
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050346_anat_thickness.nii.gz,UM_1_0050346,0.004627,0.836364,0.081516,0.000008,0.000752,0,0,0,0,0,0,1.768778,3.529139,0,0,0.012302,0,0.002639,0.525159,0.08387,0,0.001399,0,0,0,1.679712,3.79253,0,0.009543,0,0.004895,0,0.003877,0.000061,0,2.337822,1.616603,1.036484,3.676297,2.149922,1.703017,2.512515,2.516954,1.944143,2.077551,1.742745,2.235107,2.369138,1.368646,1.261697,1.396444,1.900633,1.491414,1.108208,0.837962,2.072105,1.227687,1.996217,2.878846,2.036343,1.712197,0.983405,1.527644,1.761663,1.063882,2.280661,1.809254,1.493105,1.122042,3.580478,2.477365,1.986185,2.47482,2.255338,1.974486,1.748755,1.649216,2.446361,2.541679,1.300219,1.396121,1.38943,1.869317,1.914934,1.167906,0.809713,2.022555,1.116775,2.020631,2.886864,2.365413,1.741603,0.955876,1.44517,1.410384,0.754722,2.309519
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050347_anat_thickness.nii.gz,UM_1_0050347,0.002966,0.705778,0.09997,0,0.002099,0,0,0,0,0,0.000003,1.781607,3.621463,0,0,0.018266,0,0.00266,0.424811,0.05162,0,0.002583,0,0,0,1.846372,3.472035,0,0.008618,0,0.004001,0,0.00216,0.000202,0,2.794523,1.935911,1.563132,3.449496,2.404112,2.161632,2.555015,2.77373,2.232427,2.179643,2.189453,2.442577,2.579277,1.869831,1.564552,1.52231,1.957641,1.96582,1.600163,1.158263,2.229816,1.403998,2.406431,3.501639,2.460051,1.940631,1.119659,1.551479,2.040005,1.094255,2.789755,2.511484,1.765884,1.792118,3.325627,2.363554,2.499203,2.47614,2.904403,2.343679,2.173292,1.978455,2.768378,2.364423,1.844187,1.460802,1.481407,2.003183,1.961589,1.897728,1.313763,2.986675,1.538145,2.380746,2.92082,2.603789,2.056976,1.346919,1.516472,1.968032,0.974975,2.841903
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050348_anat_thickness.nii.gz,UM_1_0050348,0.00924,1.381695,0.120699,0.000013,0.002336,0,0,0,0,0,0,1.787163,3.077217,0,0,0.010919,0,0.00969,0.340881,0.094224,0,0.001132,0,0,0,1.955098,3.062527,0.000147,0.015237,0,0.005553,0,0.015936,0.000517,0,2.302507,1.820039,1.511414,2.156962,2.325511,2.46705,2.181241,2.324386,2.160015,1.713918,1.717139,1.964702,2.612175,1.785872,1.805531,1.519985,1.388349,2.012417,1.561363,0.981848,2.115686,1.291896,2.444871,2.568088,2.612252,1.868256,1.542361,1.647873,1.633222,1.223297,2.387653,2.997548,2.009992,1.320934,2.166362,2.216487,2.421149,2.1851,2.274661,1.971908,1.741853,1.909495,2.238558,2.395176,1.845258,1.325741,1.669468,1.444262,2.019013,1.537172,1.080643,2.159738,1.191296,2.395547,2.911456,2.704697,2.063135,1.371196,1.534965,1.642098,0.965897,2.489489
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050349_anat_thickness.nii.gz,UM_1_0050349,0.004305,0.756468,0.091256,0,0.000929,0,0,0,0,0,0,1.801695,3.171238,0,0,0.007991,0,0.004887,0.18053,0.068883,0,0.000811,0,0,0,1.905023,3.21075,0,0.007452,0,0.003551,0,0.001795,0.000038,0,2.743819,1.781324,1.46499,4.084632,2.669926,1.957075,2.857178,2.381258,2.086338,1.99218,1.832742,2.122352,3.216442,2.135687,1.675853,1.37722,1.441089,1.595369,1.760767,0.965096,2.268352,1.295998,2.254067,3.415117,2.284175,1.846591,1.149479,1.894757,1.859001,0.933552,2.295139,2.164524,1.688697,1.68002,3.85116,2.583762,2.255863,2.331853,2.174782,2.058642,1.844514,1.588718,2.179088,2.625919,1.805267,1.656217,1.428574,1.788517,1.967673,1.682973,0.909074,2.049388,1.300398,2.32944,3.325447,2.222197,2.135561,1.107826,1.826565,1.78838,0.84206,2.699818
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050350_anat_thickness.nii.gz,UM_1_0050350,0.00455,0.905615,0.137833,0.000016,0.002633,0,0.000009,0,0,0,0.000001,1.684872,3.568589,0,0.000102,0.008538,0,0.002374,0.515349,0.100115,0,0.001228,0,0.000003,0,1.57995,3.443313,0,0.019027,0,0.001335,0,0.005872,0.000238,0,2.287743,1.903127,1.863401,2.292079,3.046952,2.454159,2.567981,2.573431,2.133484,2.048691,1.631136,2.103495,2.977498,1.539114,1.679356,1.486467,1.605799,1.699792,1.84861,1.272686,2.222614,1.382304,2.611437,3.18916,2.50321,1.967813,1.558865,1.602153,1.984692,1.033461,2.328498,2.452164,1.895024,1.69014,2.096979,2.720526,2.54468,2.125736,2.998881,2.185765,1.779481,2.028386,2.367468,2.570293,1.429753,1.738267,1.542518,1.59601,1.786742,1.596634,1.308061,2.707053,1.303335,2.722846,3.083561,2.472043,2.088142,1.38645,1.366895,1.961016,0.933871,2.273529
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050351_anat_thickness.nii.gz,UM_1_0050351,0.006084,0.833921,0.150926,0.000006,0.002761,0,0,0,0,0,0,1.945705,3.605795,0,0,0.009547,0,0.008358,0.477699,0.116726,0,0.003151,0,0.000003,0,1.918838,3.362905,0.000044,0.015225,0,0.000938,0,0.009485,0,0,2.76948,1.901705,2.062363,3.457917,2.850531,2.198368,2.417051,2.633156,1.968042,1.974232,2.288693,2.344181,3.140352,2.167766,1.782873,1.359486,1.6589,1.802601,2.110179,1.138628,2.72073,1.587493,2.414454,4.102888,2.380079,2.070836,1.32843,1.896477,1.894607,1.29354,2.697632,2.397575,2.04449,2.240872,2.581367,2.764217,2.563697,2.455645,2.669361,2.398693,1.92068,2.272894,2.669535,2.805419,2.001478,1.613008,1.755582,1.75047,2.055315,2.307886,0.99173,2.96306,1.452972,2.518339,3.253019,2.698322,2.283474,1.242493,1.848189,1.942126,1.190513,2.717673
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050352_anat_thickness.nii.gz,UM_1_0050352,0.002726,0.481947,0.096864,0,0.001873,0,0,0,0,0,0,1.540757,2.846469,0,0,0.016791,0,0.003998,0.35549,0.083276,0,0.000986,0,0,0,1.609036,3.220972,0,0.009183,0,0.00094,0,0.003331,0.00011,0,2.743834,1.450971,1.522665,3.158939,2.294286,1.552197,2.506508,2.835563,2.374465,1.861229,1.671074,1.932955,2.351599,1.359826,1.406336,0.968089,0.88682,1.466524,1.692733,0.701405,2.482303,0.923822,2.446878,2.679663,1.973207,1.586332,1.02007,1.299524,1.206301,0.666617,1.979899,1.223634,1.681887,1.394779,3.122355,2.376119,2.472628,2.917719,2.793858,2.344658,1.724307,1.573313,2.349488,2.516332,1.783167,1.169525,1.246589,1.373209,1.740663,1.644086,1.056924,2.402684,1.076933,2.256853,2.320485,2.225315,1.704451,1.128923,1.526915,1.693502,0.631996,2.528983
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050353_anat_thickness.nii.gz,UM_1_0050353,0.0037,0.502739,0.100209,0,0.002891,0,0,0,0,0,0,1.521494,3.145545,0,0,0.006821,0,0.003193,0.300606,0.076889,0,0.002898,0,0.000008,0,1.552385,2.67812,0.000149,0.008798,0,0.002686,0,0.006663,0.002133,0,2.583532,1.909877,1.55305,2.122316,2.210509,2.376616,2.232039,2.648092,1.886788,2.012048,1.447442,2.188267,2.538309,1.479827,1.432781,2.006951,1.050226,1.606698,0.893942,1.155792,2.334329,1.36012,2.630742,3.519515,2.38517,1.955194,1.519523,1.611282,1.815504,1.277014,2.741503,1.826658,1.763878,1.391523,2.790668,2.080685,2.415996,1.695931,2.765307,2.022665,1.923432,1.662068,2.134909,1.998542,1.502447,1.649521,1.410831,1.354137,1.29729,1.245068,1.023687,2.017852,1.327346,2.221371,2.659015,2.437027,2.194952,1.264551,1.373003,1.583012,1.062131,2.806407
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050354_anat_thickness.nii.gz,UM_1_0050354,0.005487,1.186279,0.12162,0,0.00206,0,0,0,0,0,0.000006,1.890345,3.477877,0,0,0.011017,0,0.002829,0.155049,0.07971,0,0.001026,0,0,0,1.703091,3.244852,0,0.017407,0,0.008875,0,0.010661,0.003286,0,2.431879,1.330508,1.68532,3.540004,3.151998,2.531407,3.041393,2.87401,3.321245,1.921799,2.203944,2.064235,3.38657,2.415633,1.473333,1.370351,1.224643,1.281025,1.610393,0.756923,2.344815,1.054353,2.217582,3.276895,2.008328,1.630396,1.334945,1.603096,1.513393,0.881684,2.682121,1.451563,1.387737,2.020554,3.005389,3.090587,2.354663,2.868353,2.904262,3.166144,1.886749,2.159142,2.265221,2.582286,2.108144,1.408437,1.513198,1.924322,1.483559,1.814932,0.806859,2.541398,1.047555,2.128845,1.931354,2.39904,1.660404,1.226601,1.58085,1.479226,0.67541,2.969957
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050355_anat_thickness.nii.gz,UM_1_0050355,0.005982,0.678946,0.125836,0,0.002263,0,0,0,0,0,0,2.019293,3.832986,0,0.000095,0.014912,0,0.0031,0.31896,0.079037,0,0.001364,0,0,0,1.84031,3.056597,0,0.011758,0,0.002931,0,0.000517,0.000103,0,2.204766,1.82493,1.747288,3.116368,2.715963,2.523793,2.226516,2.930412,1.925278,1.981458,1.810528,2.008229,2.808449,2.441612,1.850992,1.312383,1.40384,1.498253,1.451689,1.246531,2.826696,1.389445,2.408805,3.453862,2.201101,1.962761,1.416738,1.951215,1.963479,0.9569,2.478994,1.778613,1.953807,1.521205,2.351065,2.505864,2.507389,2.502688,2.693693,2.043635,1.99687,1.536053,2.161783,2.604506,1.777146,1.577651,1.437399,1.552807,1.568321,1.275838,1.265683,2.457859,1.445878,2.197787,3.165965,2.563566,2.128962,1.22311,1.596669,1.818888,0.94624,2.966795
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050356_anat_thickness.nii.gz,UM_1_0050356,0.007009,0.839419,0.094028,0,0.00139,0,0,0,0,0,0.000002,1.584064,3.279591,0,0.000003,0.007802,0,0.001724,0.485502,0.069691,0,0.001765,0,0,0,1.668415,3.18028,0.000059,0.012835,0,0.002307,0,0.004499,0.001477,0,2.380162,1.858447,1.723873,2.7082,1.990005,2.306523,2.03927,2.492677,2.162027,1.964913,1.837104,2.104497,2.593118,1.153789,1.533542,1.93362,1.302152,1.600406,1.674779,0.995735,2.471706,1.500761,2.218837,2.540934,2.259285,1.918855,1.620713,1.500424,2.039884,0.939168,2.481209,1.942077,1.938547,1.685039,2.378236,1.912627,2.419712,2.511862,2.298904,1.928103,1.826219,1.67232,2.243154,2.704206,1.114749,1.525486,1.478955,1.78668,1.572392,1.693715,0.977066,2.548656,1.321419,2.030181,2.373558,2.291674,1.9607,1.401047,1.591486,1.948277,0.973239,2.16174
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050357_anat_thickness.nii.gz,UM_1_0050357,0.009203,1.57138,0.001091,0,0.00088,0,0.000042,0.000145,0,0,0.000002,2.399459,4.163177,0,0.020842,0.037429,0,0.007778,0.769923,0.021237,0,0.001233,0,0.000148,0,2.509199,4.363977,0.044171,0.024208,0,0.0002,0,0.000583,0,0,2.863609,2.141965,1.827774,3.278824,0.550856,3.058215,0.951033,3.283897,1.985746,1.206924,0.368087,2.456671,2.286027,1.503271,1.648948,1.29167,0.853902,1.386208,1.380094,1.087663,2.570249,1.587513,2.742281,3.871105,2.948685,2.319315,1.790659,1.438218,2.223893,1.010145,2.56345,3.300756,2.001028,2.570706,3.240739,1.411008,2.90676,1.288238,3.263617,2.033542,1.040479,1.875871,2.538148,2.087499,2.172838,1.604668,1.479357,0.908848,1.324665,3.326293,1.194139,2.861414,1.555691,3.126811,3.388999,2.322818,2.416125,1.653942,1.423586,1.98623,0.764077,2.414378
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050358_anat_thickness.nii.gz,UM_1_0050358,0.003079,0.343723,0.096885,0,0.001795,0,0.000105,0,0,0,0,1.640718,3.014072,0,0,0.003181,0,0.002918,0.317032,0.097395,0,0.001904,0,0.000007,0,1.835204,3.006531,0.000049,0.01001,0,0,0,0.00629,0.000884,0,3.067277,2.165056,1.710517,2.710066,2.588836,2.483914,3.261992,3.457236,2.66768,2.056857,1.946552,2.544585,3.375289,1.663565,1.928855,1.457409,1.58746,1.612468,1.191205,1.053438,2.779155,1.36096,2.993563,3.712213,2.538212,2.283244,1.642705,1.556985,1.877981,0.963004,3.172968,2.027118,1.941138,1.843486,3.062279,2.699548,2.478155,3.03122,3.648781,2.251762,1.944284,2.090819,2.298122,2.762187,1.940233,1.686215,1.564758,1.640934,1.362325,1.973345,0.938306,2.886093,1.456483,3.422876,1.645319,2.730853,2.328321,1.475789,1.511023,1.645272,0.781083,2.812487
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050359_anat_thickness.nii.gz,UM_1_0050359,0.005483,0.513434,0.121615,0,0.002481,0,0.00001,0,0,0,0,2.131601,3.346366,0,0,0.013854,0,0.004438,0.212426,0.093996,0,0.001206,0,0,0,1.976152,3.252654,0,0.010945,0,0.00312,0,0.010651,0.00064,0,2.32209,2.142798,1.975768,3.157661,2.727937,2.319101,2.917911,2.514676,2.143862,2.165404,2.219331,2.291943,3.029392,2.004914,1.641983,1.669669,2.138611,1.653772,1.89344,0.975566,2.32523,1.301065,2.495518,3.019484,2.318609,1.897918,1.519174,1.615538,2.054102,0.868308,2.402675,1.719876,2.000295,1.421905,3.35259,2.83122,2.489649,2.64688,2.950986,2.312047,2.065719,1.903008,2.167449,2.460287,2.288576,1.415501,1.763236,2.037215,1.753385,1.320679,0.829183,2.188297,1.202206,2.190533,2.087609,2.822195,2.366395,1.264712,1.485219,1.623733,0.965746,2.517832
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050360_anat_thickness.nii.gz,UM_1_0050360,0.006072,0.794385,0.082676,0,0.001741,0,0,0,0,0,0.000001,1.97664,3.489247,0,0,0.014468,0,0.005461,0.354535,0.064979,0,0.001722,0,0,0,2.127261,3.406422,0,0.014904,0,0.001187,0,0.002097,0.007684,0,3.24138,2.079,1.850201,3.062306,2.396937,2.000018,2.794422,2.96567,1.870387,1.875609,1.800924,2.542462,3.014361,2.155967,1.746581,1.415844,1.13264,1.86376,1.629297,0.941217,2.533904,1.276097,2.580339,3.160007,2.620554,2.377862,1.250259,1.600546,1.932184,1.305507,2.931952,2.252183,1.976243,2.05316,3.04597,2.568305,2.088921,2.689226,2.969026,2.073035,1.707559,2.090619,2.294459,2.484791,1.892239,1.824355,1.446397,1.199743,1.74115,1.847824,0.908649,2.497639,1.342748,2.801835,3.001591,2.71596,2.20791,1.091214,1.472227,1.753755,0.952435,2.706812
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/UM_1_0050361_anat_thickness.nii.gz,UM_1_0050361,0.003371,0.160205,0.094478,0.000001,0.003194,0,0,0,0,0,0.000001,1.638333,3.5712,0,0.000033,0.008725,0,0.006318,0.319588,0.079971,0,0.001375,0,0.000028,0,1.923532,3.651773,0,0.013241,0,0.003863,0,0.001935,0.000068,0,2.147352,1.662735,1.475542,3.17495,2.14336,1.704775,2.057693,2.480715,1.811884,1.824487,1.545955,2.181356,2.447175,1.430558,1.680634,1.635882,1.427496,1.503987,1.160911,1.028301,2.241347,1.26341,2.190031,2.87671,1.857534,1.848932,1.203175,1.748717,1.519119,1.485927,2.652908,2.293799,1.627474,1.558191,3.340496,2.367708,1.906449,2.520276,2.358602,1.684441,1.988077,1.619178,2.264867,2.362887,1.755273,1.450908,1.574251,2.054959,1.994224,1.726257,0.929257,2.178737,1.265559,2.00407,2.289268,2.287472,2.062891,1.053755,1.775825,1.671158,1.275845,3.049996
